"node"	"def_XML"	"def_HTML"
"ls:fr:node:56563"	"<!-- changement chimique de $1 en $2 -->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				changement de <st id='s1' sense='ls:fr:node:55704' sem='2' actants='s2 aap1'>propriétés chimiques</st> 
				<aap id='aap1'>Ω</aap> de la <st id='s2' sense='ls:fr:node:38988' sem='0' coref='a1'>substance</st> <ap id='a1'>$1</ap>
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='phys_spec.composition'> 
		qui affecte la composition de <ap coref='a1'>$1</ap>
		</pc>

		<pc id='pc2' anchor='scc' role='result'> 
		qui a pour résultat la <st id='s3' sense='ls:fr:node:48456' sem='2' actants='a1 a2'>transformation</st> de <ap coref='a1'>$1</ap> 
		en une <st id='s4' sense='ls:fr:node:38988' sem='2' coref='a2'>substance</st> <ap id='a2'>$2</ap> différente
		</pc>

	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				changement de <a href='openSens/ls:fr:node:55704' style='text-decoration:none;'><span class='st'>propriétés chimiques</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> 
				Ω de la <a href='openSens/ls:fr:node:38988' style='text-decoration:none;'><span class='st'>substance</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$1</span>
				
				
			</p>

		<p class='assert_pc'> 
		qui affecte la composition de <span style='font-family:courier;font-size:13px;'>$1</span>
		</p>

		<p class='assert_pc'> 
		qui a pour résultat la <a href='openSens/ls:fr:node:48456' style='text-decoration:none;'><span class='st'>transformation</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> de <span style='font-family:courier;font-size:13px;'>$1</span> 
		en une <a href='openSens/ls:fr:node:38988' style='text-decoration:none;'><span class='st'>substance</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$2</span> différente
		</p>

	
		
	
</body>
</html>
"
"ls:fr:node:56564"	"<!-- changement physique de $1 -->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				changement de <st id='s1' sense='ls:fr:node:55711' sem='2' actants='s2 aap1'>propriétés physique</st> 
				<aap id='aap1'>Ω</aap> de la <st id='s2' sense='ls:fr:node:38988' sem='0' coref='a1'>substance</st> <ap id='a1'>$1</ap>
				
				</scc>
			</cc>
	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				changement de <a href='openSens/ls:fr:node:55711' style='text-decoration:none;'><span class='st'>propriétés physique</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> 
				Ω de la <a href='openSens/ls:fr:node:38988' style='text-decoration:none;'><span class='st'>substance</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$1</span>
				
				
			</p>
	
		
	
</body>
</html>
"
"ls:fr:node:56565"	"<!-- chimie de $1 -->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<st id='s1' sense='ls:fr:node:48456' sem='2'>transformations</st> dans la <st id='s2' sense='ls:fr:node:28279' sem='2' coref='a1'>matière</st> <ap id='a1'>$1</ap>
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='cause'> 

		qui se produisent du fait de la <st id='s3' sense='ls:fr:node:49306' sem='0' coref='a1'>chimie</st> de <ap coref='a1'>$1</ap> 
		</pc>
	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<a href='openSens/ls:fr:node:48456' style='text-decoration:none;'><span class='st'>transformations</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> dans la <a href='openSens/ls:fr:node:28279' style='text-decoration:none;'><span class='st'>matière</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$1</span>
				
				
			</p>

		<p class='assert_pc'> 

		qui se produisent du fait de la <a href='openSens/ls:fr:node:49306' style='text-decoration:none;'><span class='st'>chimie</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> de <span style='font-family:courier;font-size:13px;'>$1</span> 
		</p>
	
		
	
</body>
</html>
"
"ls:fr:node:56566"	"<!-- chimiquement $1 -->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap id='a1'>$1</ap> relativement à la <st id='s1' sense='ls:fr:node:49270' sem='2'>chimie</st>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> relativement à la <a href='openSens/ls:fr:node:49270' style='text-decoration:none;'><span class='st'>chimie</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		
	
</body>
</html>
"
"ls:fr:node:56567"	"<!-- $1 électronique -->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap id='a1'>$1</ap> relatif aux <st id='s1' sense='ls:fr:node:55769' sem='2'>électrons</st>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> relatif aux <a href='openSens/ls:fr:node:55769' style='text-decoration:none;'><span class='st'>électrons</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		
	
</body>
</html>
"
"ls:fr:node:56569"	"<!-- entité chimique -->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<st id='s1' sense='ls:fr:node:55706' sem='2'>particule</st>
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='behavior'> 
		qui est telle qu’elle peut être identifiée par ses <setst id='setst1' sense='ls:fr:node:55704' sem='2' actants='s1 aap1'>propriétés chimique</setst> {<aap id='aap1'>Ω</aap>}
		</pc>


	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				<a href='openSens/ls:fr:node:55706' style='text-decoration:none;'><span class='st'>particule</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		<p class='assert_pc'> 
		qui est telle qu’elle peut être identifiée par ses <a href='openSens/ls:fr:node:55704' style='text-decoration:none;'><span class='setst'>propriétés chimique</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> {Ω}
		</p>


	
		
	
</body>
</html>
"
"ls:fr:node:56570"	"<!-- espèce chimique -->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				
			ensemble d’<st id='s1' sense='ls:fr:node:56569' sem='2'>entités chimiques</st>
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='behavior'> 
		<st id='s2' sense='ls:fr:node:55992' sem='2'>chimiquement</st> identiques
		</pc>


	
		</assert>
	</df-semanteme>
</definiens>

"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				
			ensemble d’<a href='openSens/ls:fr:node:56569' style='text-decoration:none;'><span class='st'>entités chimiques</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		<p class='assert_pc'> 
		<a href='openSens/ls:fr:node:55992' style='text-decoration:none;'><span class='st'>chimiquement</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> identiques
		</p>


	
		
	
</body>
</html>
"
"ls:fr:node:56571"	"<!-- équation entre $1 et $2 -->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc'>

		 représentation symbolique
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='info_content'> 
		d’une <st id='s1' sense='ls:fr:node:55488' sem='2'>réaction</st> entre les <st id='s2' sense='ls:fr:node:38988' sem='2' coref='a1'>substances</st> <ap id='a1'>$1</ap> 
		qui produit <ap id='a2'>$2</ap>
		</pc>

		<pc id='pc2' anchor='scc' role='phys_spec.shape'> 
		qui a la forme d’une expression similaire à une <st id='s3' sense='ls:fr:node:56572' sem='2'>équation</st> avec <ap coref='a1'>$1</ap> à gauche et <ap coref='a2'>$2</ap> à droite
		</pc>
	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

		 représentation symbolique
				
				
			</p>

		<p class='assert_pc'> 
		d’une <a href='openSens/ls:fr:node:55488' style='text-decoration:none;'><span class='st'>réaction</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> entre les <a href='openSens/ls:fr:node:38988' style='text-decoration:none;'><span class='st'>substances</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$1</span> 
		qui produit <span style='font-family:courier;font-size:13px;'>$2</span>
		</p>

		<p class='assert_pc'> 
		qui a la forme d’une expression similaire à une <a href='openSens/ls:fr:node:56572' style='text-decoration:none;'><span class='st'>équation</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> avec <span style='font-family:courier;font-size:13px;'>$1</span> à gauche et <span style='font-family:courier;font-size:13px;'>$2</span> à droite
		</p>
	
		
	
</body>
</html>
"
"ls:fr:node:56579"	"<!-- $1 ionique-->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap id='a1'>$1</ap> tel qu’il est constitué d’<st id='s1' sense='ls:fr:node:56494' sem='2'>ions</st>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> tel qu’il est constitué d’<a href='openSens/ls:fr:node:56494' style='text-decoration:none;'><span class='st'>ions</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		
	
</body>
</html>
"
"ls:fr:node:56580"	"<!-- isotopes de $1 -->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc'>

				<st id='s3' sense='ls:fr:node:56739' sem='2'>nucléides</st>
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='mero.whole'> 
		qui appartiennent au même <st id='s2' sense='ls:fr:node:55709' sem='2' coref='a1'>élément</st> <ap id='a1'>$1</ap>
		</pc>

		<pc id='pc2' anchor='scc' role='mero.whole'> 
		qui ont des <st id='s1' sense='ls:fr:node:56740' sem='2' actants='s3 aap1'>nombres de masse</st> <aap id='aap1'>Ω</aap> différents
		</pc>
	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				<a href='openSens/ls:fr:node:56739' style='text-decoration:none;'><span class='st'>nucléides</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		<p class='assert_pc'> 
		qui appartiennent au même <a href='openSens/ls:fr:node:55709' style='text-decoration:none;'><span class='st'>élément</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$1</span>
		</p>

		<p class='assert_pc'> 
		qui ont des <a href='openSens/ls:fr:node:56740' style='text-decoration:none;'><span class='st'>nombres de masse</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> Ω différents
		</p>
	
		
	
</body>
</html>
"
"ls:fr:node:56581"	"<!-- isotope -->

<definiens>
	<df-semanteme>

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				type d’<st id='s1' sense='ls:fr:node:53986' sem='2'>atomes</st>
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='phys_spec.composition'> 
		qui est caractérisé par le nombre de <st id='s3' sense='ls:fr:node:55707' sem='2' actants='s1'>protons</st> et de <st id='s4' sense='ls:fr:node:55770' sem='2' actants='s1'>neutrons</st>
		dans le <st id='s5' sense='ls:fr:node:51224' sem='2' actants='s1'>noyau</st> de ces <st id='s2' sense='ls:fr:node:53986' sem='2' coref='s1'>atomes</st>
		</pc>


	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	

		
		
               <p class='cc'>
				

				type d’<a href='openSens/ls:fr:node:53986' style='text-decoration:none;'><span class='st'>atomes</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		<p class='assert_pc'> 
		qui est caractérisé par le nombre de <a href='openSens/ls:fr:node:55707' style='text-decoration:none;'><span class='st'>protons</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> et de <a href='openSens/ls:fr:node:55770' style='text-decoration:none;'><span class='st'>neutrons</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
		dans le <a href='openSens/ls:fr:node:51224' style='text-decoration:none;'><span class='st'>noyau</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> de ces <a href='openSens/ls:fr:node:53986' style='text-decoration:none;'><span class='st'>atomes</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
		</p>


	
		
	
</body>
</html>
"
"ls:fr:node:56582"	"<!-- $1 isotopique -->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<ap id='a1'>$1</ap> relatif aux <st id='s1' sense='ls:fr:node:56580' sem='2'>isotopes</st>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<span style='font-family:courier;font-size:13px;'>$1</span> relatif aux <a href='openSens/ls:fr:node:56580' style='text-decoration:none;'><span class='st'>isotopes</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
				
				
			</p>

		
	
</body>
</html>
"
"ls:fr:node:56583"	"<!-- $1 lié à $2 -->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<st id='s1' sense='ls:fr:node:56569' sem='2' coref='a1'>entité chimique</st> <ap id='a1'>$1</ap> qui 
				<st id='s2' sense='ls:fr:node:56584' sem='2' actants='a1 a2 aap1'>s’est lié</st> à l’<st id='s3' sense='ls:fr:node:56569' sem='2' coref='a2'>entité chimique</st> <ap id='a2'>$2</ap>
				en formant une <st id='s4' sense='ls:fr:node:56569' sem='2' coref='aap1'>entité chimique</st> <aap id='aap1'>Ω</aap>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>

"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<a href='openSens/ls:fr:node:56569' style='text-decoration:none;'><span class='st'>entité chimique</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$1</span> qui 
				<a href='openSens/ls:fr:node:56584' style='text-decoration:none;'><span class='st'>s’est lié</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> à l’<a href='openSens/ls:fr:node:56569' style='text-decoration:none;'><span class='st'>entité chimique</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$2</span>
				en formant une <a href='openSens/ls:fr:node:56569' style='text-decoration:none;'><span class='st'>entité chimique</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> Ω
				
				
			</p>

		
	
</body>
</html>
"
