name,POS,lexical_function,targets,example,group_id
catholicisme,nom,A_0,['catholique'],"...pose, dans l’Est la question de l’évolution du catholicisme face au protestantisme...",catholicisme||nom||A_0
tourisme,nom,A_0,['touristique'],"...atteindre l’intimité des pays que je visitais. Le tourisme superficiel, guide en main, à travers les musées et les monuments historiques,...",tourisme||nom||A_0
anion,nom,A_0,['anionique'],"...que le non-métal les accepte pour devenir un anion chargé négativement. Les liaisons ioniques nécessitent un donneur d’électrons,...",anion||nom||A_0
vilainement,adverbe,A_0,"['vilain', 'vil']",...brutalement son œuf et son café qui se sont répandus vilainement sur la nappe.,vilainement||adverbe||A_0
chair,nom,A_0,['charnel'],"...elle aussi qui, avec une pincette, tira de la chair sanguinolente des vers blancs, et lava la plaie.",chair||nom||A_0
côte,nom,A_0,"['côtier', 'costal']","...percevais que mon absence de muscles, de poils, mes côtes saillantes, mon bassin bien trop large pour un garçon.",côte||nom||A_0
théorie,nom,A_0,['théorique'],"...de vue ébauché par Cauchy, Hamilton fonda la théorie des nombres complexes sur leur définition comme couples de nombres réels.",théorie||nom||A_0
alcool,nom,A_0,['alcoolique'],"...et de conflits aussi, tant il est vrai que l’alcool pousse aux excès...",alcool||nom||A_0
document,nom,A_0,['documentaire'],"...corps inerte, à l’endroit où était enfoui le document rédigé par le vieux scribe aveugle.",document||nom||A_0
batellerie,nom,A_0,['batelier'],"...Rhône et le Rhin. La passe est utilisée par la batellerie, soit pendant la construction, soit quand le barrage est terminé au moment des...",batellerie||nom||A_0
bizarrement,adverbe,A_0,['bizarre'],"...tarifs élevés qu’elles pratiquaient m’avaient bizarrement libéré de tout scrupule : leur métier si maternel en était un après tout, puisqu’on...",bizarrement||adverbe||A_0
cancer,nom,A_0,['cancéreux'],...faut dire que le lien entre le tabac et le cancer était moins établi qu’aujourd’hui.,cancer||nom||A_0
Irlande,nom,A_0,['irlandais'],...arrivons à Liverpool. Le navire a contourné l’Irlande et maintenant redescend vers le sud. Nous avançons entre les deux rives : écossaise...,Irlande||nom||A_0
malhonnêteté,nom,A_0,['malhonnête'],"...ajouter que les indélicatesses, fraudes ou malhonnêtetés dans les courses de chevaux, peuvent être punies par le cumul de la sanction...",malhonnêteté||nom||A_0
ombilic,nom,A_0,['ombilical'],"...taille — un peu plus bas, à l’endroit de son ombilic — et à ce moment-là, je l’ai soulevée ; j’ai fait un petit mouvement pour qu’elle...",ombilic||nom||A_0
boiter,verbe,A_0,['boiteux'],"...Bigouden, c’est l’impuissance des jambes qui fait boiter tant d’hommes et encore plus de femmes. Un mal de famille, peut-être, mais dont...",boiter||verbe||A_0
cation,nom,A_0,['cationique'],"...règle de l’octet. Les charges sur l’anion et le cation correspondent au nombre d’électrons donnés ou reçus. Dans les liaisons ioniques,...",cation||nom||A_0
verbe,nom,A_0,['verbal'],"...préparé ses mots. Deux phrases courtes. Sujet, verbe, complément. Seul un râle sort de sa gorge, puis une bouillie de voyelles.",verbe||nom||A_0
gynécologie,nom,A_0,['gynécologique'],"« Les services de gynécologie et l’hôpital pour enfants ont subi d’importants dégâts et ont été évacués »,...",gynécologie||nom||A_0
allergie,nom,A_0,['allergique'],"...chimique des lacrymogènes, l’état second où l’allergie me met, les ondes de chaleur qui irradient de la foule, l’énergie élémentaire...",allergie||nom||A_0
politiquement,adverbe,A_0,['politique'],"Politiquement, un « pays » est quelque chose comme une nation : la France est un « pays »,...",politiquement||adverbe||A_0
fisc,nom,A_0,['fiscal'],"« Jamais le fisc n’aurait pu rêver de récupérer 3 milliards de F, François P. s’est acheté une...",fisc||nom||A_0
russe,nom,A_0,['russe'],D’abord le russe n’est pas vraiment la langue de son enfance (c’était plutôt le yiddish qu’on...,russe||nom||A_0
confidentiellement,adverbe,A_0,['confidentiel'],...son interrogatoire ; on m’en avait informé confidentiellement la nuit même de leur arrivée.,confidentiellement||adverbe||A_0
commercer,verbe,A_0,['commercial'],...auprès de négociants nestoriens habitués à commercer avec l’Occident.,commercer||verbe||A_0
humanitaire,nom,A_0,['humanitaire'],...quelques grandes causes dans le domaine de l’humanitaire et de la santé.,humanitaire||nom||A_0
liquidation,nom,A_0,['liquidatif'],...déblocage est effectué à l’issue des opérations de liquidation de la succession.,liquidation||nom||A_0
charcuterie,nom,A_0,['charcutier'],"Tout repas auvergnat commençant par la charcuterie, il contenait des tranches de jambon cru, de la saucisse sèche, du saucisson,...",charcuterie||nom||A_0
Portugal,nom,A_0,['portugais'],...et j’y trouve des pâtes au pesto ramenées du Portugal.,Portugal||nom||A_0
nager,verbe,A_0,['natatoire'],"Des poissons par centaines filaient et nageaient autour de l’étrave, emportés par le courant et le devançant à leur tour, allant...",nager||verbe||A_0
adolescent,nom,A_0,['adolescent'],"...baie, et l’un des groupes, composé de deux adolescents et d’un membre d’une équipe de sauveteurs, n’est pas retrouvé.",adolescent||nom||A_0
fesse,nom,A_0,['fessier'],"...on se carre la barre d’appui en travers des fesses, on étend l’orteil vers les rayons...",fesse||nom||A_0
Grèce,nom,A_0,['grec'],...stage chez Valmer et devait s’envoler pour la Grèce.,Grèce||nom||A_0
absolument,adverbe,A_0,['absolu'],La forme des particules est absolument indifférente ; ce qui importe c’est leur nombre et leurs distances mutuelles...,absolument||adverbe||A_0
impatiemment,adverbe,A_0,['impatient'],"J’attends impatiemment le moment de glisser ma bonne vieille clé dans la serrure, de retrouver l’appartement !",impatiemment||adverbe||A_0
crâner,verbe,A_0,['crâneur'],"...dis sportif, c’est surtout pour Mathilde qui crâne depuis des semaines en disant qu’elle fait 800 pompes et tractions par jour...",crâner||verbe||A_0
islam,nom,A_0,"['islamique', 'musulman']",L’histoire de l’islam est plus tourmentée encore que l’histoire du christianisme et il faudrait des...,islam||nom||A_0
orchestre,nom,A_0,['orchestral'],"...dix-huit, dix-neuf ans, j’ai fait partie d’un orchestre, le dimanche.",orchestre||nom||A_0
théâtre,nom,A_0,['théâtral'],"Le naturel, le vrai, celui du théâtre, est la chose la moins naturelle du monde, ma chère. N’allez pas croire qu’il...",théâtre||nom||A_0
Corée du Sud,locution nominale,A_0,['sud-coréen'],...l’Italie mardi a suscité un énorme engouement en Corée du Sud. Est-ce le plus grand exploit de l’histoire du sport sud-coréen ? — Sans aucun...,Corée du Sud||locution nominale||A_0
positif,nom,A_0,['positif'],"...bonne odeur dans l’air. Ça, c’était du bon, du positif.",positif||nom||A_0
marron,nom,A_0,['marron'],"...portant une blouse où se mêlaient le beige, le marron et comme des filaments de rose sale.",marron||nom||A_0
franchement,adverbe,A_0,['franc'],...brèches... Excusez-moi de vous parler aussi franchement.,franchement||adverbe||A_0
anciennement,adverbe,A_0,['ancien'],...agressivité de classe à accaparer les postes anciennement détenus par les étrangers.,anciennement||adverbe||A_0
dimanche,nom,A_0,['dominical'],"Le jogging du dimanche matin, le squash du samedi, les balades à la campagne.",dimanche||nom||A_0
fidèlement,adverbe,A_0,['fidèle'],"...à lire un français admirable qui traduisait fidèlement, à n’en pas douter, l’article hollandais.",fidèlement||adverbe||A_0
deux-roues,nom,A_0,['bicycle'],"...gamins étaient béats d’admiration devant les deux-roues alignées [sic] qui leur tendaient le guidon. Des petits bolides, de différentes...",deux-roues||nom||A_0
chaos,nom,A_0,['chaotique'],...d’équilibre propice à son émergence a succédé au chaos originel.,chaos||nom||A_0
formellement,adverbe,A_0,['formel'],"Au nom de la France, je déclare formellement ce qui suit : Tout Français qui porte encore des armes a le devoir absolu de...",formellement||adverbe||A_0
naturellement,adverbe,A_0,['naturel'],"Plutôt grande et baraquée, des cheveux naturellement blonds coupés courts, accentuant son côté gavroche, des yeux fendus et couleur...",naturellement||adverbe||A_0
mauve,nom,A_0,['mauve'],"...édredon de grand-mère, la fenêtre ouverte sur le mauve couchant d’une montagne, le camion blanc à l’écurie, devant sa ration d’avoine,...",mauve||nom||A_0
satellite,nom,A_0,['satellitaire'],"...T83 : les planètes telles que Jupiter et ses satellites, la belle Saturne et les objets du ciel de printemps seront de la partie. Également,...",satellite||nom||A_0
imaginairement,adverbe,A_0,['imaginaire'],...les fantasmes actuels du clonage qui assume imaginairement le rêve d’un remplacement à l’identique de l’enfant mort.,imaginairement||adverbe||A_0
mixité,nom,A_0,['mixte'],"Aujourd’hui, la mixité vaut pour tout : des cuisinières mixtes, électrique et au gaz, des sandwichs...",mixité||nom||A_0
nage,nom,A_0,['natatoire'],...admettre sa réalité chez les poissons dont la nage provoque des vibrations lentes qui peuvent se réfléchir sur les obstacles voisins...,nage||nom||A_0
cause,nom,A_0,['causal'],La vitesse excessive est la cause principale des accidents en Haute-Saône.,cause||nom||A_0
sérieusement,adverbe,A_0,['sérieux'],"...s’immergent dans la musique de notre pays, ils y vont sérieusement, sans se prendre pour des messies, mais pour porter ailleurs la bonne musique,...",sérieusement||adverbe||A_0
campagne,nom,A_0,"['rural', 'campagnard']","L’avantage de travailler presque à la campagne, c’est qu’on peut prendre le temps de se faire un sandwich et de le manger allongé...",campagne||nom||A_0
océan,nom,A_0,"['océanique', 'océane']","...profondément l’air salé et s’étira. À perte de vue, l’océan s’étendait, mobile, calme, et le sable plat.",océan||nom||A_0
tempête,nom,A_0,['tempétueux'],"...particulier, de l’inconscient collectif ; les tempêtes qu’il soulève répondent aux mouvements incontrôlables et violents qui se manifestent...",tempête||nom||A_0
allotropes,nom,A_0,['allotropique'],"...propriétés de liaison chimique uniques, possède les allotropes les plus stables de tous les éléments. Certains allotropes de carbone, tels...",allotropes||nom||A_0
authentiquement,adverbe,A_0,['authentique'],"...bains, de vraies chambres où l’on s’accouplait authentiquement, où l’on se reproduisait réellement, c’était à peine imaginable.",authentiquement||adverbe||A_0
marxisme,nom,A_0,['marxiste'],...dans leur lit apparaîtrait imputable autant au marxisme dont il était l’incarnation qu’à un problème psychique.,marxisme||nom||A_0
mal,adverbe,A_0,['mauvais'],Les choses vont mal à la maison. On se dispute. On crie.,mal||adverbe||A_0
astuce,nom,A_0,['astucieux'],"...beauté, nous dévoile ses secrets de « pro », ses astuces irrésistibles pour soigner, travailler le cheveu, s’amuser, et inaugure toute...",astuce||nom||A_0
automatiquement,adverbe,A_0,['automatique'],Pourquoi est-ce que notre genou se lève automatiquement lorsqu’on lui donne un petit coup ?,automatiquement||adverbe||A_0
grossièrement,adverbe,A_0,['grossier'],"...sœur et moi, un ami juif — ils s’en prirent grossièrement à « ces Juifs qui ont un poil dans la main ».",grossièrement||adverbe||A_0
anormalement,adverbe,A_0,['anormal'],...si le refroidissement en surface n’est pas anormalement élevé.,anormalement||adverbe||A_0
manie,nom,A_0,['maniaque'],"...de ses parents, avait déjà l’allure et les manies d’un vieux garçon bourru à jamais rétif au mariage.",manie||nom||A_0
animalité,nom,A_0,['animal'],"Les frontières entre humanité et animalité s’en trouvent alors profondément transformées, et à tout le moins fortement...",animalité||nom||A_0
état,nom,A_0,['national'],"...sa conscience la plus lucide. Le destin de l’État a toujours été solidaire de l’économie, à laquelle il prêta dès l’origine son...",état||nom||A_0
université,nom,A_0,['universitaire'],"...violoniste à dix-huit ans, étudie le droit à l’université de Bruxelles et dessine merveilleusement.",université||nom||A_0
vecteur,nom,A_0,['vectoriel'],"Un vecteur non nul est défini par : une direction, un sens, une norme.",vecteur||nom||A_0
vin,nom,A_0,['vinaire'],"On me fait boire du vin mousseux, on m’enfourne dans la bouche des anchois ou des œufs de poisson sur...",vin||nom||A_0
apéritif,nom,A_0,['apéritif'],"...meublé, mit des fleurs, apporta des bouteilles d’apéritifs et d’alcools, une théière, son phono et des disques de jazz ou de musique classique.",apéritif||nom||A_0
voyante,nom,A_1,['voyant'],"...aveugle, désorientée, cherche son chemin. Une voyante vient à son secours, la guidant de la voix.",voyante||nom||A_1
expérience,nom,A_1,['expérimenté'],...agricole pendant plusieurs années : au moins son expérience des chèvres lui a servi !,expérience||nom||A_1
hâte,nom,A_1,['hâtif'],"...bonnet blanc qu’il portait et posément, sans hâte, il m’en coiffa.",hâte||nom||A_1
grimace,nom,A_1,['grimaçant'],"...rejetant son manteau brun sur l’épaule, fit une grimace : — Si même les oiseaux s’foutent de nous, ça commence mal...",grimace||nom||A_1
crue,nom,A_1,['en'],...quand le barrage est terminé au moment des crues si les vannes sont complètement levées.,crue||nom||A_1
honte,nom,A_1,['honteux'],"...sont vraiment pas fiers, ils devraient avoir honte, quel ramassis de voyous.",honte||nom||A_1
exporter,verbe,A_1,['exportateur'],"Elle avait entendu dire qu’une fois on avait exporté vers la Belgique des fourrures venues de Sibérie, le produit étant transféré...",exporter||verbe||A_1
costume,nom,A_1,['costumé'],...patiente sur une chaise à côté de lui. Il est en costume de patriarche orthodoxe. Une coiffe noire lui enceint le visage.,costume||nom||A_1
